max insolation W/m^2	time (yrs)
225.30	-3684000.00
227.42	-3685000.00
229.66	-3686000.00
232.04	-3687000.00
234.35	-3688000.00
236.73	-3689000.00
239.16	-3690000.00
241.53	-3691000.00
243.91	-3692000.00
246.23	-3693000.00
248.49	-3694000.00
250.66	-3695000.00
252.73	-3696000.00
254.71	-3697000.00
256.49	-3698000.00
258.18	-3699000.00
259.76	-3700000.00
261.15	-3701000.00
262.38	-3702000.00
263.58	-3703000.00
264.64	-3704000.00
265.59	-3705000.00
266.56	-3706000.00
267.49	-3707000.00
268.45	-3708000.00
269.51	-3709000.00
270.68	-3710000.00
271.96	-3711000.00
273.50	-3712000.00
275.31	-3713000.00
277.36	-3714000.00
279.73	-3715000.00
282.52	-3716000.00
285.66	-3717000.00
289.10	-3718000.00
293.06	-3719000.00
297.30	-3720000.00
301.93	-3721000.00
306.97	-3722000.00
312.19	-3723000.00
317.73	-3724000.00
323.46	-3725000.00
329.35	-3726000.00
335.26	-3727000.00
341.13	-3728000.00
347.06	-3729000.00
352.72	-3730000.00
358.12	-3731000.00
363.32	-3732000.00
368.00	-3733000.00
372.22	-3734000.00
376.04	-3735000.00
379.16	-3736000.00
381.61	-3737000.00
383.50	-3738000.00
384.64	-3739000.00
385.03	-3740000.00
384.68	-3741000.00
383.70	-3742000.00
381.87	-3743000.00
379.32	-3744000.00
376.24	-3745000.00
372.41	-3746000.00
367.96	-3747000.00
363.03	-3748000.00
357.71	-3749000.00
351.83	-3750000.00
345.81	-3751000.00
339.55	-3752000.00
333.04	-3753000.00
326.67	-3754000.00
320.25	-3755000.00
313.97	-3756000.00
307.90	-3757000.00
302.13	-3758000.00
296.71	-3759000.00
291.59	-3760000.00
287.01	-3761000.00
282.88	-3762000.00
279.16	-3763000.00
276.05	-3764000.00
273.37	-3765000.00
271.14	-3766000.00
269.45	-3767000.00
268.15	-3768000.00
267.11	-3769000.00
266.47	-3770000.00
266.09	-3771000.00
265.86	-3772000.00
265.71	-3773000.00
265.67	-3774000.00
265.66	-3775000.00
265.52	-3776000.00
265.37	-3777000.00
264.98	-3778000.00
264.41	-3779000.00
263.69	-3780000.00
262.71	-3781000.00
261.40	-3782000.00
259.90	-3783000.00
258.17	-3784000.00
256.11	-3785000.00
253.87	-3786000.00
251.40	-3787000.00
248.73	-3788000.00
245.90	-3789000.00
242.92	-3790000.00
239.85	-3791000.00
236.63	-3792000.00
233.42	-3793000.00
230.21	-3794000.00
226.91	-3795000.00
223.72	-3796000.00
220.64	-3797000.00
217.60	-3798000.00
214.72	-3799000.00
212.04	-3800000.00
209.52	-3801000.00
207.23	-3802000.00
205.16	-3803000.00
203.37	-3804000.00
201.78	-3805000.00
200.48	-3806000.00
199.47	-3807000.00
198.68	-3808000.00
198.18	-3809000.00
197.99	-3810000.00
198.03	-3811000.00
198.31	-3812000.00
198.95	-3813000.00
199.83	-3814000.00
200.96	-3815000.00
202.45	-3816000.00
204.18	-3817000.00
206.25	-3818000.00
208.65	-3819000.00
211.39	-3820000.00
214.45	-3821000.00
217.86	-3822000.00
221.73	-3823000.00
225.90	-3824000.00
230.45	-3825000.00
235.47	-3826000.00
240.84	-3827000.00
246.58	-3828000.00
252.78	-3829000.00
259.28	-3830000.00
266.12	-3831000.00
273.35	-3832000.00
280.80	-3833000.00
288.51	-3834000.00
296.37	-3835000.00
304.47	-3836000.00
312.56	-3837000.00
320.59	-3838000.00
328.73	-3839000.00
336.56	-3840000.00
344.19	-3841000.00
351.58	-3842000.00
358.49	-3843000.00
364.93	-3844000.00
370.90	-3845000.00
376.28	-3846000.00
380.83	-3847000.00
384.81	-3848000.00
388.03	-3849000.00
390.36	-3850000.00
391.92	-3851000.00
392.68	-3852000.00
392.58	-3853000.00
391.57	-3854000.00
389.89	-3855000.00
387.45	-3856000.00
384.15	-3857000.00
380.36	-3858000.00
376.02	-3859000.00
371.10	-3860000.00
365.91	-3861000.00
360.47	-3862000.00
354.75	-3863000.00
349.13	-3864000.00
343.50	-3865000.00
338.05	-3866000.00
332.77	-3867000.00
327.89	-3868000.00
323.47	-3869000.00
319.38	-3870000.00
315.91	-3871000.00
312.98	-3872000.00
310.56	-3873000.00
308.79	-3874000.00
307.49	-3875000.00
306.68	-3876000.00
306.40	-3877000.00
306.52	-3878000.00
306.91	-3879000.00
307.54	-3880000.00
308.46	-3881000.00
309.41	-3882000.00
310.34	-3883000.00
311.25	-3884000.00
312.07	-3885000.00
312.64	-3886000.00
313.01	-3887000.00
313.06	-3888000.00
312.69	-3889000.00
312.03	-3890000.00
310.99	-3891000.00
309.42	-3892000.00
307.46	-3893000.00
305.15	-3894000.00
302.36	-3895000.00
299.20	-3896000.00
295.64	-3897000.00
291.81	-3898000.00
287.61	-3899000.00
283.16	-3900000.00
278.51	-3901000.00
273.56	-3902000.00
268.53	-3903000.00
263.40	-3904000.00
258.09	-3905000.00
252.79	-3906000.00
247.54	-3907000.00
242.31	-3908000.00
237.11	-3909000.00
232.10	-3910000.00
227.22	-3911000.00
222.49	-3912000.00
218.00	-3913000.00
213.77	-3914000.00
209.75	-3915000.00
206.00	-3916000.00
202.60	-3917000.00
199.42	-3918000.00
196.57	-3919000.00
194.07	-3920000.00
191.87	-3921000.00
189.98	-3922000.00
188.49	-3923000.00
187.34	-3924000.00
186.49	-3925000.00
186.07	-3926000.00
186.00	-3927000.00
186.32	-3928000.00
187.02	-3929000.00
188.15	-3930000.00
189.65	-3931000.00
191.53	-3932000.00
193.92	-3933000.00
196.63	-3934000.00
199.73	-3935000.00
203.35	-3936000.00
207.28	-3937000.00
211.63	-3938000.00
216.38	-3939000.00
221.51	-3940000.00
226.96	-3941000.00
232.80	-3942000.00
238.98	-3943000.00
245.41	-3944000.00
252.10	-3945000.00
259.07	-3946000.00
266.17	-3947000.00
273.35	-3948000.00
280.71	-3949000.00
288.00	-3950000.00
295.22	-3951000.00
302.38	-3952000.00
309.33	-3953000.00
315.98	-3954000.00
322.34	-3955000.00
328.39	-3956000.00
333.88	-3957000.00
339.01	-3958000.00
343.59	-3959000.00
347.59	-3960000.00
350.98	-3961000.00
353.77	-3962000.00
355.97	-3963000.00
357.36	-3964000.00
358.20	-3965000.00
358.45	-3966000.00
357.94	-3967000.00
356.94	-3968000.00
355.46	-3969000.00
353.46	-3970000.00
351.15	-3971000.00
348.57	-3972000.00
345.81	-3973000.00
342.97	-3974000.00
340.24	-3975000.00
337.69	-3976000.00
335.26	-3977000.00
333.29	-3978000.00
331.81	-3979000.00
330.74	-3980000.00
330.27	-3981000.00
330.43	-3982000.00
331.15	-3983000.00
332.53	-3984000.00
334.45	-3985000.00
336.88	-3986000.00
339.75	-3987000.00
343.12	-3988000.00
346.63	-3989000.00
350.33	-3990000.00
354.17	-3991000.00
357.97	-3992000.00
361.57	-3993000.00
364.92	-3994000.00
368.02	-3995000.00
370.58	-3996000.00
372.65	-3997000.00
374.16	-3998000.00
374.86	-3999000.00
374.94	-4000000.00
374.36	-4001000.00
372.90	-4002000.00
370.67	-4003000.00
367.77	-4004000.00
364.15	-4005000.00
359.80	-4006000.00
354.81	-4007000.00
349.31	-4008000.00
343.21	-4009000.00
336.66	-4010000.00
329.81	-4011000.00
322.45	-4012000.00
314.93	-4013000.00
307.25	-4014000.00
299.39	-4015000.00
291.46	-4016000.00
283.59	-4017000.00
275.83	-4018000.00
268.09	-4019000.00
260.67	-4020000.00
253.48	-4021000.00
246.54	-4022000.00
239.98	-4023000.00
233.79	-4024000.00
227.97	-4025000.00
222.54	-4026000.00
217.59	-4027000.00
213.02	-4028000.00
208.85	-4029000.00
205.20	-4030000.00
201.90	-4031000.00
199.03	-4032000.00
196.59	-4033000.00
194.55	-4034000.00
192.86	-4035000.00
191.61	-4036000.00
190.72	-4037000.00
190.19	-4038000.00
190.03	-4039000.00
190.26	-4040000.00
190.82	-4041000.00
191.71	-4042000.00
193.05	-4043000.00
194.64	-4044000.00
196.55	-4045000.00
198.90	-4046000.00
201.50	-4047000.00
204.42	-4048000.00
207.65	-4049000.00
211.21	-4050000.00
215.02	-4051000.00
219.09	-4052000.00
223.47	-4053000.00
228.00	-4054000.00
232.77	-4055000.00
237.72	-4056000.00
242.80	-4057000.00
247.94	-4058000.00
253.18	-4059000.00
258.45	-4060000.00
263.59	-4061000.00
268.70	-4062000.00
273.72	-4063000.00
278.48	-4064000.00
283.06	-4065000.00
287.40	-4066000.00
291.41	-4067000.00
295.15	-4068000.00
298.49	-4069000.00
301.52	-4070000.00
304.07	-4071000.00
306.26	-4072000.00
308.13	-4073000.00
309.41	-4074000.00
310.38	-4075000.00
311.01	-4076000.00
311.20	-4077000.00
311.07	-4078000.00
310.70	-4079000.00
310.13	-4080000.00
309.36	-4081000.00
308.62	-4082000.00
307.85	-4083000.00
307.20	-4084000.00
306.83	-4085000.00
306.79	-4086000.00
307.09	-4087000.00
307.90	-4088000.00
309.39	-4089000.00
311.44	-4090000.00
314.14	-4091000.00
317.63	-4092000.00
321.77	-4093000.00
326.60	-4094000.00
332.10	-4095000.00
338.11	-4096000.00
344.57	-4097000.00
351.61	-4098000.00
358.78	-4099000.00
366.17	-4100000.00
373.62	-4101000.00
381.12	-4102000.00
388.37	-4103000.00
395.25	-4104000.00
401.93	-4105000.00
407.87	-4106000.00
413.21	-4107000.00
417.91	-4108000.00
421.53	-4109000.00
424.34	-4110000.00
426.17	-4111000.00
426.97	-4112000.00
426.57	-4113000.00
425.19	-4114000.00
422.85	-4115000.00
419.33	-4116000.00
414.91	-4117000.00
409.61	-4118000.00
403.42	-4119000.00
396.49	-4120000.00
388.95	-4121000.00
380.77	-4122000.00
372.03	-4123000.00
363.07	-4124000.00
353.74	-4125000.00
344.18	-4126000.00
334.63	-4127000.00
325.10	-4128000.00
315.60	-4129000.00
306.41	-4130000.00
297.48	-4131000.00
288.90	-4132000.00
280.75	-4133000.00
273.12	-4134000.00
266.02	-4135000.00
259.40	-4136000.00
253.46	-4137000.00
248.04	-4138000.00
243.12	-4139000.00
238.86	-4140000.00
234.99	-4141000.00
231.57	-4142000.00
228.60	-4143000.00
225.96	-4144000.00
223.62	-4145000.00
221.52	-4146000.00
219.69	-4147000.00
218.01	-4148000.00
216.49	-4149000.00
215.18	-4150000.00
213.96	-4151000.00
212.90	-4152000.00
212.06	-4153000.00
211.33	-4154000.00
210.76	-4155000.00
210.46	-4156000.00
210.37	-4157000.00
210.50	-4158000.00
210.88	-4159000.00
211.61	-4160000.00
212.60	-4161000.00
213.91	-4162000.00
215.55	-4163000.00
217.51	-4164000.00
219.79	-4165000.00
222.37	-4166000.00
225.28	-4167000.00
228.34	-4168000.00
231.66	-4169000.00
235.22	-4170000.00
238.77	-4171000.00
242.46	-4172000.00
246.21	-4173000.00
249.92	-4174000.00
253.54	-4175000.00
257.07	-4176000.00
260.44	-4177000.00
263.65	-4178000.00
266.60	-4179000.00
269.36	-4180000.00
271.76	-4181000.00
273.90	-4182000.00
275.81	-4183000.00
277.26	-4184000.00
278.44	-4185000.00
279.39	-4186000.00
280.04	-4187000.00
280.41	-4188000.00
280.65	-4189000.00
280.78	-4190000.00
280.83	-4191000.00
281.00	-4192000.00
281.28	-4193000.00
281.77	-4194000.00
282.69	-4195000.00
284.05	-4196000.00
285.93	-4197000.00
288.35	-4198000.00
291.63	-4199000.00
295.56	-4200000.00
300.17	-4201000.00
305.70	-4202000.00
311.82	-4203000.00
318.72	-4204000.00
326.22	-4205000.00
334.21	-4206000.00
342.64	-4207000.00
351.53	-4208000.00
360.62	-4209000.00
369.77	-4210000.00
378.92	-4211000.00
388.12	-4212000.00
396.91	-4213000.00
405.31	-4214000.00
413.39	-4215000.00
420.68	-4216000.00
427.27	-4217000.00
433.15	-4218000.00
437.93	-4219000.00
441.72	-4220000.00
444.43	-4221000.00
446.12	-4222000.00
446.45	-4223000.00
445.72	-4224000.00
443.92	-4225000.00
440.87	-4226000.00
436.80	-4227000.00
431.73	-4228000.00
425.79	-4229000.00
418.85	-4230000.00
411.26	-4231000.00
403.08	-4232000.00
394.17	-4233000.00
385.03	-4234000.00
375.51	-4235000.00
365.80	-4236000.00
356.10	-4237000.00
346.45	-4238000.00
337.00	-4239000.00
327.84	-4240000.00
319.14	-4241000.00
311.00	-4242000.00
303.34	-4243000.00
296.50	-4244000.00
290.41	-4245000.00
285.01	-4246000.00
280.56	-4247000.00
276.86	-4248000.00
273.91	-4249000.00
271.79	-4250000.00
270.25	-4251000.00
269.30	-4252000.00
268.80	-4253000.00
268.69	-4254000.00
268.82	-4255000.00
269.04	-4256000.00
269.38	-4257000.00
269.68	-4258000.00
269.84	-4259000.00
269.93	-4260000.00
269.73	-4261000.00
269.33	-4262000.00
268.70	-4263000.00
267.77	-4264000.00
266.49	-4265000.00
265.01	-4266000.00
263.28	-4267000.00
261.25	-4268000.00
259.00	-4269000.00
256.64	-4270000.00
254.11	-4271000.00
251.47	-4272000.00
248.80	-4273000.00
246.15	-4274000.00
243.51	-4275000.00
240.97	-4276000.00
238.66	-4277000.00
236.33	-4278000.00
234.29	-4279000.00
232.53	-4280000.00
230.90	-4281000.00
229.59	-4282000.00
228.51	-4283000.00
227.76	-4284000.00
227.19	-4285000.00
226.89	-4286000.00
226.91	-4287000.00
227.07	-4288000.00
227.49	-4289000.00
228.10	-4290000.00
228.83	-4291000.00
229.69	-4292000.00
230.71	-4293000.00
231.76	-4294000.00
232.82	-4295000.00
234.04	-4296000.00
235.25	-4297000.00
236.52	-4298000.00
237.90	-4299000.00
239.39	-4300000.00
241.07	-4301000.00
242.99	-4302000.00
245.24	-4303000.00
247.87	-4304000.00
250.98	-4305000.00
254.73	-4306000.00
259.06	-4307000.00
264.03	-4308000.00
269.89	-4309000.00
276.42	-4310000.00
283.69	-4311000.00
291.78	-4312000.00
300.47	-4313000.00
309.84	-4314000.00
319.75	-4315000.00
330.07	-4316000.00
340.75	-4317000.00
351.64	-4318000.00
362.75	-4319000.00
373.69	-4320000.00
384.49	-4321000.00
395.16	-4322000.00
405.27	-4323000.00
414.85	-4324000.00
423.80	-4325000.00
431.90	-4326000.00
439.01	-4327000.00
445.15	-4328000.00
450.13	-4329000.00
453.75	-4330000.00
456.18	-4331000.00
457.38	-4332000.00
457.08	-4333000.00
455.54	-4334000.00
452.73	-4335000.00
448.75	-4336000.00
443.47	-4337000.00
437.22	-4338000.00
430.19	-4339000.00
422.01	-4340000.00
413.30	-4341000.00
404.06	-4342000.00
394.23	-4343000.00
384.22	-4344000.00
373.96	-4345000.00
363.81	-4346000.00
353.70	-4347000.00
343.95	-4348000.00
334.64	-4349000.00
325.77	-4350000.00
317.71	-4351000.00
310.42	-4352000.00
303.91	-4353000.00
298.44	-4354000.00
294.00	-4355000.00
290.53	-4356000.00
288.13	-4357000.00
286.72	-4358000.00
286.18	-4359000.00
286.50	-4360000.00
287.52	-4361000.00
289.10	-4362000.00
291.05	-4363000.00
293.44	-4364000.00
295.96	-4365000.00
298.48	-4366000.00
301.07	-4367000.00
303.55	-4368000.00
305.79	-4369000.00
307.78	-4370000.00
309.47	-4371000.00
310.74	-4372000.00
311.61	-4373000.00
312.12	-4374000.00
311.96	-4375000.00
311.45	-4376000.00
310.44	-4377000.00
308.92	-4378000.00
306.90	-4379000.00
304.44	-4380000.00
301.63	-4381000.00
298.28	-4382000.00
294.64	-4383000.00
290.72	-4384000.00
286.42	-4385000.00
281.95	-4386000.00
277.33	-4387000.00
272.43	-4388000.00
267.47	-4389000.00
262.51	-4390000.00
257.46	-4391000.00
252.41	-4392000.00
247.45	-4393000.00
242.66	-4394000.00
237.92	-4395000.00
233.41	-4396000.00
229.17	-4397000.00
225.14	-4398000.00
221.42	-4399000.00
218.03	-4400000.00
214.97	-4401000.00
212.25	-4402000.00
209.97	-4403000.00
208.07	-4404000.00
206.52	-4405000.00
205.50	-4406000.00
204.89	-4407000.00
204.77	-4408000.00
205.18	-4409000.00
206.13	-4410000.00
207.70	-4411000.00
209.86	-4412000.00
212.72	-4413000.00
216.25	-4414000.00
220.50	-4415000.00
225.59	-4416000.00
231.37	-4417000.00
237.89	-4418000.00
245.27	-4419000.00
253.33	-4420000.00
262.06	-4421000.00
271.48	-4422000.00
281.48	-4423000.00
291.98	-4424000.00
302.88	-4425000.00
314.18	-4426000.00
325.62	-4427000.00
337.16	-4428000.00
348.80	-4429000.00
360.22	-4430000.00
371.38	-4431000.00
382.21	-4432000.00
392.58	-4433000.00
402.25	-4434000.00
411.18	-4435000.00
419.38	-4436000.00
426.40	-4437000.00
432.54	-4438000.00
437.47	-4439000.00
441.13	-4440000.00
443.52	-4441000.00
444.63	-4442000.00
444.43	-4443000.00
442.83	-4444000.00
440.04	-4445000.00
436.12	-4446000.00
430.87	-4447000.00
424.74	-4448000.00
417.80	-4449000.00
409.85	-4450000.00
401.38	-4451000.00
392.52	-4452000.00
383.29	-4453000.00
373.92	-4454000.00
364.58	-4455000.00
355.57	-4456000.00
346.78	-4457000.00
338.67	-4458000.00
331.28	-4459000.00
324.60	-4460000.00
319.04	-4461000.00
314.50	-4462000.00
311.10	-4463000.00
308.85	-4464000.00
307.82	-4465000.00
307.88	-4466000.00
308.90	-4467000.00
310.90	-4468000.00
313.51	-4469000.00
316.75	-4470000.00
320.44	-4471000.00
324.27	-4472000.00
328.19	-4473000.00
332.16	-4474000.00
335.95	-4475000.00
339.35	-4476000.00
342.42	-4477000.00
345.15	-4478000.00
347.20	-4479000.00
348.73	-4480000.00
349.70	-4481000.00
349.96	-4482000.00
349.60	-4483000.00
348.69	-4484000.00
346.95	-4485000.00
344.66	-4486000.00
341.74	-4487000.00
338.32	-4488000.00
334.24	-4489000.00
329.67	-4490000.00
324.77	-4491000.00
319.35	-4492000.00
313.66	-4493000.00
307.73	-4494000.00
301.51	-4495000.00
295.21	-4496000.00
288.81	-4497000.00
282.36	-4498000.00
275.86	-4499000.00
269.54	-4500000.00
263.28	-4501000.00
257.12	-4502000.00
251.23	-4503000.00
245.58	-4504000.00
240.19	-4505000.00
235.09	-4506000.00
230.40	-4507000.00
226.08	-4508000.00
222.12	-4509000.00
218.67	-4510000.00
215.69	-4511000.00
213.13	-4512000.00
211.19	-4513000.00
209.77	-4514000.00
208.89	-4515000.00
208.68	-4516000.00
209.06	-4517000.00
210.12	-4518000.00
211.78	-4519000.00
214.15	-4520000.00
217.19	-4521000.00
220.83	-4522000.00
225.19	-4523000.00
230.10	-4524000.00
235.63	-4525000.00
241.81	-4526000.00
248.44	-4527000.00
255.58	-4528000.00
263.20	-4529000.00
271.25	-4530000.00
279.54	-4531000.00
288.14	-4532000.00
297.01	-4533000.00
305.91	-4534000.00
314.84	-4535000.00
323.83	-4536000.00
332.61	-4537000.00
341.14	-4538000.00
349.42	-4539000.00
357.36	-4540000.00
364.72	-4541000.00
371.57	-4542000.00
377.95	-4543000.00
383.42	-4544000.00
388.23	-4545000.00
392.34	-4546000.00
395.39	-4547000.00
397.67	-4548000.00
398.93	-4549000.00
399.33	-4550000.00
398.69	-4551000.00
397.13	-4552000.00
394.82	-4553000.00
391.44	-4554000.00
387.44	-4555000.00
382.71	-4556000.00
377.27	-4557000.00
371.39	-4558000.00
365.11	-4559000.00
358.52	-4560000.00
351.69	-4561000.00
345.03	-4562000.00
338.43	-4563000.00
332.10	-4564000.00
326.29	-4565000.00
321.12	-4566000.00
316.65	-4567000.00
313.19	-4568000.00
310.76	-4569000.00
309.44	-4570000.00
309.33	-4571000.00
310.51	-4572000.00
312.79	-4573000.00
316.14	-4574000.00
320.59	-4575000.00
325.85	-4576000.00
331.75	-4577000.00
338.30	-4578000.00
345.06	-4579000.00
352.10	-4580000.00
359.19	-4581000.00
366.01	-4582000.00
372.58	-4583000.00
378.64	-4584000.00
384.30	-4585000.00
389.01	-4586000.00
392.97	-4587000.00
396.21	-4588000.00
398.29	-4589000.00
399.47	-4590000.00
399.63	-4591000.00
398.69	-4592000.00
396.71	-4593000.00
393.77	-4594000.00
389.84	-4595000.00
384.85	-4596000.00
379.05	-4597000.00
372.53	-4598000.00
365.19	-4599000.00
357.20	-4600000.00
348.73	-4601000.00
339.89	-4602000.00
330.62	-4603000.00
321.23	-4604000.00
311.77	-4605000.00
302.21	-4606000.00
292.86	-4607000.00
283.69	-4608000.00
274.71	-4609000.00
266.23	-4610000.00
258.11	-4611000.00
250.54	-4612000.00
243.50	-4613000.00
237.12	-4614000.00
231.43	-4615000.00
226.35	-4616000.00
222.11	-4617000.00
218.60	-4618000.00
215.80	-4619000.00
213.86	-4620000.00
212.65	-4621000.00
212.17	-4622000.00
212.48	-4623000.00
213.50	-4624000.00
215.16	-4625000.00
217.49	-4626000.00
220.47	-4627000.00
224.02	-4628000.00
228.08	-4629000.00
232.74	-4630000.00
237.86	-4631000.00
243.38	-4632000.00
249.43	-4633000.00
255.79	-4634000.00
262.49	-4635000.00
269.52	-4636000.00
276.78	-4637000.00
284.19	-4638000.00
291.69	-4639000.00
299.41	-4640000.00
306.89	-4641000.00
314.37	-4642000.00
321.70	-4643000.00
328.71	-4644000.00
335.42	-4645000.00
341.68	-4646000.00
347.60	-4647000.00
352.79	-4648000.00
357.52	-4649000.00
361.74	-4650000.00
365.02	-4651000.00
367.78	-4652000.00
369.81	-4653000.00
371.00	-4654000.00
371.41	-4655000.00
371.11	-4656000.00
370.01	-4657000.00
368.07	-4658000.00
365.44	-4659000.00
362.22	-4660000.00
358.23	-4661000.00
353.74	-4662000.00
348.81	-4663000.00
343.46	-4664000.00
337.84	-4665000.00
332.10	-4666000.00
326.30	-4667000.00
320.54	-4668000.00
315.07	-4669000.00
309.93	-4670000.00
305.17	-4671000.00
301.15	-4672000.00
297.79	-4673000.00
295.31	-4674000.00
293.79	-4675000.00
293.30	-4676000.00
293.90	-4677000.00
295.60	-4678000.00
298.42	-4679000.00
302.21	-4680000.00
306.92	-4681000.00
312.66	-4682000.00
318.96	-4683000.00
325.87	-4684000.00
333.37	-4685000.00
341.11	-4686000.00
349.08	-4687000.00
357.08	-4688000.00
364.97	-4689000.00
372.68	-4690000.00
379.97	-4691000.00
386.85	-4692000.00
393.00	-4693000.00
398.45	-4694000.00
403.25	-4695000.00
406.98	-4696000.00
409.78	-4697000.00
411.65	-4698000.00
412.45	-4699000.00
412.15	-4700000.00
410.79	-4701000.00
408.44	-4702000.00
404.85	-4703000.00
400.45	-4704000.00
395.01	-4705000.00
388.64	-4706000.00
381.47	-4707000.00
373.62	-4708000.00
365.26	-4709000.00
356.20	-4710000.00
346.97	-4711000.00
337.54	-4712000.00
327.84	-4713000.00
318.36	-4714000.00
309.00	-4715000.00
299.85	-4716000.00
291.20	-4717000.00
283.10	-4718000.00
275.62	-4719000.00
268.88	-4720000.00
263.01	-4721000.00
258.12	-4722000.00
254.14	-4723000.00
251.27	-4724000.00
249.44	-4725000.00
248.52	-4726000.00
248.68	-4727000.00
249.65	-4728000.00
251.32	-4729000.00
253.74	-4730000.00
256.64	-4731000.00
260.01	-4732000.00
263.72	-4733000.00
267.75	-4734000.00
271.90	-4735000.00
276.16	-4736000.00
280.58	-4737000.00
284.91	-4738000.00
289.19	-4739000.00
293.45	-4740000.00
297.58	-4741000.00
301.50	-4742000.00
305.27	-4743000.00
308.92	-4744000.00
312.20	-4745000.00
315.34	-4746000.00
318.28	-4747000.00
320.84	-4748000.00
323.18	-4749000.00
325.28	-4750000.00
326.98	-4751000.00
328.37	-4752000.00
329.42	-4753000.00
330.18	-4754000.00
330.53	-4755000.00
330.52	-4756000.00
330.29	-4757000.00
329.56	-4758000.00
328.60	-4759000.00
327.38	-4760000.00
325.72	-4761000.00
323.87	-4762000.00
321.75	-4763000.00
319.39	-4764000.00
316.69	-4765000.00
313.90	-4766000.00
310.92	-4767000.00
307.74	-4768000.00
304.50	-4769000.00
301.24	-4770000.00
297.99	-4771000.00
294.79	-4772000.00
291.82	-4773000.00
289.08	-4774000.00
286.64	-4775000.00
284.74	-4776000.00
283.32	-4777000.00
282.44	-4778000.00
282.39	-4779000.00
283.06	-4780000.00
284.53	-4781000.00
286.88	-4782000.00
290.08	-4783000.00
294.17	-4784000.00
298.99	-4785000.00
304.60	-4786000.00
310.84	-4787000.00
317.64	-4788000.00
325.03	-4789000.00
332.64	-4790000.00
340.51	-4791000.00
348.72	-4792000.00
356.75	-4793000.00
364.74	-4794000.00
372.49	-4795000.00
380.02	-4796000.00
387.00	-4797000.00
393.45	-4798000.00
399.28	-4799000.00
404.29	-4800000.00
408.44	-4801000.00
411.80	-4802000.00
414.08	-4803000.00
415.29	-4804000.00
415.58	-4805000.00
414.90	-4806000.00
412.98	-4807000.00
410.18	-4808000.00
406.44	-4809000.00
401.70	-4810000.00
396.16	-4811000.00
389.86	-4812000.00
382.71	-4813000.00
375.05	-4814000.00
366.82	-4815000.00
358.23	-4816000.00
349.25	-4817000.00
340.14	-4818000.00
331.09	-4819000.00
321.91	-4820000.00
313.14	-4821000.00
304.68	-4822000.00
296.59	-4823000.00
289.24	-4824000.00
282.56	-4825000.00
276.73	-4826000.00
271.81	-4827000.00
268.03	-4828000.00
265.36	-4829000.00
263.81	-4830000.00
263.58	-4831000.00
264.49	-4832000.00
266.48	-4833000.00
269.59	-4834000.00
273.55	-4835000.00
278.27	-4836000.00
283.70	-4837000.00
289.69	-4838000.00
295.97	-4839000.00
302.60	-4840000.00
309.40	-4841000.00
316.21	-4842000.00
322.96	-4843000.00
329.63	-4844000.00
335.88	-4845000.00
341.84	-4846000.00
347.40	-4847000.00
352.39	-4848000.00
356.70	-4849000.00
360.41	-4850000.00
363.52	-4851000.00
365.73	-4852000.00
367.19	-4853000.00
368.04	-4854000.00
367.94	-4855000.00
367.25	-4856000.00
365.79	-4857000.00
363.63	-4858000.00
360.79	-4859000.00
357.37	-4860000.00
353.46	-4861000.00
348.91	-4862000.00
343.98	-4863000.00
338.75	-4864000.00
333.17	-4865000.00
327.33	-4866000.00
321.43	-4867000.00
315.44	-4868000.00
309.47	-4869000.00
303.67	-4870000.00
298.00	-4871000.00
292.53	-4872000.00
287.46	-4873000.00
282.76	-4874000.00
278.40	-4875000.00
274.62	-4876000.00
271.35	-4877000.00
268.67	-4878000.00
266.57	-4879000.00
265.18	-4880000.00
264.46	-4881000.00
264.37	-4882000.00
265.10	-4883000.00
266.48	-4884000.00
268.51	-4885000.00
271.36	-4886000.00
274.74	-4887000.00
278.78	-4888000.00
283.43	-4889000.00
288.62	-4890000.00
294.27	-4891000.00
300.32	-4892000.00
306.84	-4893000.00
313.61	-4894000.00
320.60	-4895000.00
327.83	-4896000.00
335.07	-4897000.00
342.32	-4898000.00
349.63	-4899000.00
356.69	-4900000.00
363.49	-4901000.00
370.11	-4902000.00
376.33	-4903000.00
382.04	-4904000.00
387.24	-4905000.00
391.99	-4906000.00
395.90	-4907000.00
399.19	-4908000.00
401.73	-4909000.00
403.36	-4910000.00
404.15	-4911000.00
404.08	-4912000.00
403.22	-4913000.00
401.21	-4914000.00
398.53	-4915000.00
395.15	-4916000.00
390.66	-4917000.00
385.68	-4918000.00
379.94	-4919000.00
373.65	-4920000.00
366.82	-4921000.00
359.58	-4922000.00
352.06	-4923000.00
344.23	-4924000.00
336.40	-4925000.00
328.60	-4926000.00
320.86	-4927000.00
313.47	-4928000.00
306.52	-4929000.00
300.07	-4930000.00
294.32	-4931000.00
289.42	-4932000.00
285.38	-4933000.00
282.40	-4934000.00
280.54	-4935000.00
279.80	-4936000.00
280.15	-4937000.00
281.71	-4938000.00
284.27	-4939000.00
287.73	-4940000.00
292.11	-4941000.00
297.14	-4942000.00
302.73	-4943000.00
308.80	-4944000.00
315.21	-4945000.00
321.78	-4946000.00
328.38	-4947000.00
335.15	-4948000.00
341.59	-4949000.00
347.88	-4950000.00
353.87	-4951000.00
359.39	-4952000.00
364.51	-4953000.00
369.02	-4954000.00
