max insolation W/m^2	time (yrs)
213.85	0.00
215.54	-1000.00
217.75	-2000.00
220.57	-3000.00
223.66	-4000.00
227.13	-5000.00
230.91	-6000.00
234.83	-7000.00
238.90	-8000.00
243.00	-9000.00
247.19	-10000.00
251.24	-11000.00
255.18	-12000.00
258.99	-13000.00
262.53	-14000.00
265.77	-15000.00
268.75	-16000.00
271.23	-17000.00
273.30	-18000.00
274.93	-19000.00
276.01	-20000.00
276.47	-21000.00
276.45	-22000.00
275.85	-23000.00
274.60	-24000.00
272.81	-25000.00
270.48	-26000.00
267.59	-27000.00
264.25	-28000.00
260.42	-29000.00
256.23	-30000.00
251.59	-31000.00
246.77	-32000.00
241.71	-33000.00
236.37	-34000.00
231.04	-35000.00
225.72	-36000.00
220.42	-37000.00
215.28	-38000.00
210.41	-39000.00
205.88	-40000.00
201.75	-41000.00
198.16	-42000.00
195.18	-43000.00
192.82	-44000.00
191.27	-45000.00
190.53	-46000.00
190.57	-47000.00
191.53	-48000.00
193.34	-49000.00
195.96	-50000.00
199.35	-51000.00
203.49	-52000.00
208.27	-53000.00
213.63	-54000.00
219.56	-55000.00
225.87	-56000.00
232.55	-57000.00
239.61	-58000.00
246.76	-59000.00
254.09	-60000.00
261.41	-61000.00
268.78	-62000.00
275.87	-63000.00
282.74	-64000.00
289.41	-65000.00
295.46	-66000.00
301.08	-67000.00
306.18	-68000.00
310.51	-69000.00
314.18	-70000.00
317.07	-71000.00
319.23	-72000.00
320.47	-73000.00
320.92	-74000.00
320.62	-75000.00
319.43	-76000.00
317.48	-77000.00
314.89	-78000.00
311.44	-79000.00
307.38	-80000.00
302.78	-81000.00
297.65	-82000.00
292.02	-83000.00
286.11	-84000.00
279.96	-85000.00
273.59	-86000.00
267.30	-87000.00
261.04	-88000.00
254.88	-89000.00
249.10	-90000.00
243.69	-91000.00
238.79	-92000.00
234.36	-93000.00
230.71	-94000.00
227.77	-95000.00
225.52	-96000.00
224.21	-97000.00
223.63	-98000.00
223.84	-99000.00
224.87	-100000.00
226.49	-101000.00
228.73	-102000.00
231.50	-103000.00
234.68	-104000.00
238.13	-105000.00
241.81	-106000.00
245.68	-107000.00
249.55	-108000.00
253.37	-109000.00
257.20	-110000.00
260.76	-111000.00
264.13	-112000.00
267.34	-113000.00
270.11	-114000.00
272.55	-115000.00
274.68	-116000.00
276.38	-117000.00
277.62	-118000.00
278.40	-119000.00
278.86	-120000.00
278.77	-121000.00
278.30	-122000.00
277.40	-123000.00
276.12	-124000.00
274.38	-125000.00
272.31	-126000.00
269.91	-127000.00
267.06	-128000.00
264.00	-129000.00
260.66	-130000.00
256.98	-131000.00
253.16	-132000.00
249.16	-133000.00
245.04	-134000.00
240.82	-135000.00
236.59	-136000.00
232.41	-137000.00
228.29	-138000.00
224.36	-139000.00
220.66	-140000.00
217.15	-141000.00
214.11	-142000.00
211.47	-143000.00
209.27	-144000.00
207.71	-145000.00
206.79	-146000.00
206.58	-147000.00
207.09	-148000.00
208.42	-149000.00
210.54	-150000.00
213.36	-151000.00
216.99	-152000.00
221.24	-153000.00
226.10	-154000.00
231.55	-155000.00
237.42	-156000.00
243.64	-157000.00
250.16	-158000.00
256.87	-159000.00
263.60	-160000.00
270.32	-161000.00
276.96	-162000.00
283.24	-163000.00
289.25	-164000.00
294.85	-165000.00
299.83	-166000.00
304.23	-167000.00
307.99	-168000.00
310.99	-169000.00
313.16	-170000.00
314.51	-171000.00
315.14	-172000.00
314.71	-173000.00
313.49	-174000.00
311.57	-175000.00
308.57	-176000.00
304.92	-177000.00
300.53	-178000.00
295.45	-179000.00
289.75	-180000.00
283.49	-181000.00
276.96	-182000.00
269.92	-183000.00
262.79	-184000.00
255.55	-185000.00
248.21	-186000.00
241.01	-187000.00
233.99	-188000.00
227.24	-189000.00
220.76	-190000.00
214.81	-191000.00
209.34	-192000.00
204.39	-193000.00
200.16	-194000.00
196.56	-195000.00
193.72	-196000.00
191.68	-197000.00
190.42	-198000.00
189.93	-199000.00
190.27	-200000.00
191.40	-201000.00
193.19	-202000.00
195.60	-203000.00
198.71	-204000.00
202.27	-205000.00
206.26	-206000.00
210.70	-207000.00
215.37	-208000.00
220.27	-209000.00
225.38	-210000.00
230.48	-211000.00
235.63	-212000.00
240.66	-213000.00
245.65	-214000.00
250.35	-215000.00
254.76	-216000.00
258.94	-217000.00
262.68	-218000.00
266.01	-219000.00
268.92	-220000.00
271.30	-221000.00
273.17	-222000.00
274.54	-223000.00
275.33	-224000.00
275.48	-225000.00
275.18	-226000.00
274.35	-227000.00
272.94	-228000.00
271.05	-229000.00
268.76	-230000.00
266.07	-231000.00
262.98	-232000.00
259.65	-233000.00
256.13	-234000.00
252.33	-235000.00
248.52	-236000.00
244.71	-237000.00
240.80	-238000.00
237.13	-239000.00
233.60	-240000.00
230.31	-241000.00
227.38	-242000.00
224.84	-243000.00
222.84	-244000.00
221.28	-245000.00
220.42	-246000.00
220.18	-247000.00
220.58	-248000.00
221.73	-249000.00
223.52	-250000.00
225.95	-251000.00
229.08	-252000.00
232.74	-253000.00
236.88	-254000.00
241.56	-255000.00
246.63	-256000.00
251.99	-257000.00
257.60	-258000.00
263.48	-259000.00
269.43	-260000.00
275.37	-261000.00
281.38	-262000.00
287.26	-263000.00
292.95	-264000.00
298.47	-265000.00
303.70	-266000.00
308.54	-267000.00
312.96	-268000.00
317.04	-269000.00
320.41	-270000.00
323.29	-271000.00
325.61	-272000.00
327.14	-273000.00
328.07	-274000.00
328.19	-275000.00
327.67	-276000.00
326.31	-277000.00
324.27	-278000.00
321.62	-279000.00
318.11	-280000.00
314.09	-281000.00
309.50	-282000.00
304.25	-283000.00
298.61	-284000.00
292.60	-285000.00
286.19	-286000.00
279.50	-287000.00
272.76	-288000.00
265.93	-289000.00
259.10	-290000.00
252.45	-291000.00
246.10	-292000.00
240.04	-293000.00
234.52	-294000.00
229.57	-295000.00
225.23	-296000.00
221.66	-297000.00
218.90	-298000.00
216.97	-299000.00
215.82	-300000.00
215.57	-301000.00
216.06	-302000.00
217.19	-303000.00
219.00	-304000.00
221.20	-305000.00
223.84	-306000.00
226.77	-307000.00
229.80	-308000.00
232.91	-309000.00
235.98	-310000.00
239.05	-311000.00
241.79	-312000.00
244.32	-313000.00
246.66	-314000.00
248.52	-315000.00
250.06	-316000.00
251.21	-317000.00
251.90	-318000.00
252.15	-319000.00
251.98	-320000.00
251.37	-321000.00
250.26	-322000.00
248.76	-323000.00
246.95	-324000.00
244.69	-325000.00
242.10	-326000.00
239.28	-327000.00
236.24	-328000.00
232.98	-329000.00
229.60	-330000.00
226.16	-331000.00
222.60	-332000.00
219.11	-333000.00
215.63	-334000.00
212.17	-335000.00
208.88	-336000.00
205.68	-337000.00
202.70	-338000.00
199.87	-339000.00
197.34	-340000.00
195.09	-341000.00
193.11	-342000.00
191.56	-343000.00
190.40	-344000.00
189.64	-345000.00
189.47	-346000.00
189.84	-347000.00
190.78	-348000.00
192.40	-349000.00
194.72	-350000.00
197.71	-351000.00
201.39	-352000.00
205.79	-353000.00
210.84	-354000.00
216.44	-355000.00
222.69	-356000.00
229.42	-357000.00
236.51	-358000.00
244.08	-359000.00
251.83	-360000.00
259.85	-361000.00
267.98	-362000.00
276.18	-363000.00
284.26	-364000.00
292.23	-365000.00
300.08	-366000.00
307.46	-367000.00
314.51	-368000.00
321.15	-369000.00
327.20	-370000.00
332.61	-371000.00
337.39	-372000.00
341.54	-373000.00
344.77	-374000.00
347.35	-375000.00
349.19	-376000.00
350.07	-377000.00
350.28	-378000.00
349.74	-379000.00
348.34	-380000.00
346.19	-381000.00
343.43	-382000.00
339.96	-383000.00
335.85	-384000.00
331.21	-385000.00
326.18	-386000.00
320.65	-387000.00
314.86	-388000.00
308.90	-389000.00
302.69	-390000.00
296.57	-391000.00
290.51	-392000.00
284.56	-393000.00
278.88	-394000.00
273.61	-395000.00
268.76	-396000.00
264.36	-397000.00
260.66	-398000.00
257.59	-399000.00
255.20	-400000.00
253.60	-401000.00
252.73	-402000.00
252.59	-403000.00
253.17	-404000.00
254.42	-405000.00
256.19	-406000.00
258.50	-407000.00
261.32	-408000.00
264.34	-409000.00
267.61	-410000.00
271.10	-411000.00
274.56	-412000.00
278.00	-413000.00
281.30	-414000.00
284.35	-415000.00
287.12	-416000.00
289.52	-417000.00
291.46	-418000.00
292.85	-419000.00
293.69	-420000.00
294.10	-421000.00
293.68	-422000.00
292.73	-423000.00
291.17	-424000.00
288.92	-425000.00
286.07	-426000.00
282.60	-427000.00
278.57	-428000.00
273.93	-429000.00
268.85	-430000.00
263.32	-431000.00
257.30	-432000.00
251.01	-433000.00
244.47	-434000.00
237.77	-435000.00
230.88	-436000.00
224.05	-437000.00
217.31	-438000.00
210.61	-439000.00
204.22	-440000.00
198.10	-441000.00
192.28	-442000.00
186.93	-443000.00
182.03	-444000.00
177.64	-445000.00
173.83	-446000.00
170.60	-447000.00
168.04	-448000.00
166.09	-449000.00
164.87	-450000.00
164.33	-451000.00
164.39	-452000.00
165.22	-453000.00
166.62	-454000.00
168.61	-455000.00
171.23	-456000.00
174.36	-457000.00
178.01	-458000.00
182.13	-459000.00
186.73	-460000.00
191.70	-461000.00
197.03	-462000.00
202.77	-463000.00
208.72	-464000.00
214.92	-465000.00
221.36	-466000.00
227.95	-467000.00
234.53	-468000.00
241.20	-469000.00
247.86	-470000.00
254.37	-471000.00
260.76	-472000.00
266.99	-473000.00
272.86	-474000.00
278.48	-475000.00
283.79	-476000.00
288.57	-477000.00
292.94	-478000.00
296.84	-479000.00
300.26	-480000.00
303.08	-481000.00
305.35	-482000.00
307.16	-483000.00
308.28	-484000.00
309.00	-485000.00
309.24	-486000.00
308.88	-487000.00
308.17	-488000.00
307.06	-489000.00
305.63	-490000.00
303.81	-491000.00
301.88	-492000.00
299.81	-493000.00
297.60	-494000.00
295.45	-495000.00
293.40	-496000.00
291.53	-497000.00
289.91	-498000.00
288.71	-499000.00
287.87	-500000.00
287.56	-501000.00
287.86	-502000.00
288.68	-503000.00
290.11	-504000.00
292.24	-505000.00
294.90	-506000.00
298.11	-507000.00
301.91	-508000.00
306.14	-509000.00
310.73	-510000.00
315.65	-511000.00
320.76	-512000.00
325.97	-513000.00
331.18	-514000.00
336.39	-515000.00
341.27	-516000.00
345.89	-517000.00
350.28	-518000.00
354.00	-519000.00
357.22	-520000.00
359.83	-521000.00
361.72	-522000.00
362.86	-523000.00
363.10	-524000.00
362.58	-525000.00
361.10	-526000.00
358.75	-527000.00
355.55	-528000.00
351.38	-529000.00
346.40	-530000.00
340.71	-531000.00
334.18	-532000.00
326.97	-533000.00
319.17	-534000.00
310.91	-535000.00
302.11	-536000.00
293.04	-537000.00
283.71	-538000.00
274.12	-539000.00
264.58	-540000.00
255.01	-541000.00
245.57	-542000.00
236.35	-543000.00
227.47	-544000.00
219.06	-545000.00
210.97	-546000.00
203.60	-547000.00
196.81	-548000.00
190.62	-549000.00
185.23	-550000.00
180.54	-551000.00
176.60	-552000.00
173.43	-553000.00
170.97	-554000.00
169.23	-555000.00
168.12	-556000.00
167.64	-557000.00
167.68	-558000.00
168.22	-559000.00
169.24	-560000.00
170.64	-561000.00
172.37	-562000.00
174.53	-563000.00
176.96	-564000.00
179.65	-565000.00
182.66	-566000.00
185.91	-567000.00
189.37	-568000.00
193.02	-569000.00
196.89	-570000.00
200.83	-571000.00
204.87	-572000.00
209.05	-573000.00
213.15	-574000.00
217.23	-575000.00
221.24	-576000.00
225.22	-577000.00
228.93	-578000.00
232.47	-579000.00
235.88	-580000.00
238.94	-581000.00
241.82	-582000.00
244.39	-583000.00
246.62	-584000.00
248.58	-585000.00
250.21	-586000.00
251.54	-587000.00
252.46	-588000.00
253.12	-589000.00
253.53	-590000.00
253.59	-591000.00
253.42	-592000.00
253.10	-593000.00
252.55	-594000.00
251.95	-595000.00
251.30	-596000.00
250.65	-597000.00
250.05	-598000.00
249.68	-599000.00
249.51	-600000.00
249.57	-601000.00
250.08	-602000.00
251.02	-603000.00
252.44	-604000.00
254.40	-605000.00
256.98	-606000.00
260.17	-607000.00
263.93	-608000.00
268.41	-609000.00
273.41	-610000.00
278.97	-611000.00
285.12	-612000.00
291.62	-613000.00
298.56	-614000.00
305.86	-615000.00
313.34	-616000.00
321.01	-617000.00
328.73	-618000.00
336.51	-619000.00
344.10	-620000.00
351.49	-621000.00
358.69	-622000.00
365.40	-623000.00
371.66	-624000.00
377.52	-625000.00
382.57	-626000.00
386.99	-627000.00
390.77	-628000.00
393.64	-629000.00
395.64	-630000.00
396.77	-631000.00
397.09	-632000.00
396.33	-633000.00
394.63	-634000.00
392.10	-635000.00
388.51	-636000.00
384.06	-637000.00
378.76	-638000.00
372.70	-639000.00
365.76	-640000.00
358.34	-641000.00
350.36	-642000.00
341.76	-643000.00
332.96	-644000.00
323.84	-645000.00
314.55	-646000.00
305.25	-647000.00
296.00	-648000.00
286.90	-649000.00
278.07	-650000.00
269.66	-651000.00
261.71	-652000.00
254.29	-653000.00
247.59	-654000.00
241.63	-655000.00
236.31	-656000.00
231.95	-657000.00
228.31	-658000.00
225.36	-659000.00
223.19	-660000.00
221.55	-661000.00
220.41	-662000.00
219.64	-663000.00
219.12	-664000.00
218.78	-665000.00
218.44	-666000.00
218.17	-667000.00
217.72	-668000.00
217.14	-669000.00
216.43	-670000.00
215.42	-671000.00
214.22	-672000.00
212.85	-673000.00
211.27	-674000.00
209.45	-675000.00
207.55	-676000.00
205.56	-677000.00
203.46	-678000.00
201.39	-679000.00
199.36	-680000.00
197.37	-681000.00
195.48	-682000.00
193.80	-683000.00
192.28	-684000.00
190.89	-685000.00
189.77	-686000.00
188.96	-687000.00
188.29	-688000.00
187.91	-689000.00
187.79	-690000.00
187.86	-691000.00
188.17	-692000.00
188.65	-693000.00
189.30	-694000.00
190.05	-695000.00
190.91	-696000.00
191.87	-697000.00
192.79	-698000.00
193.78	-699000.00
194.80	-700000.00
195.83	-701000.00
196.83	-702000.00
197.94	-703000.00
199.11	-704000.00
200.42	-705000.00
201.96	-706000.00
203.70	-707000.00
205.77	-708000.00
208.27	-709000.00
211.22	-710000.00
214.65	-711000.00
218.66	-712000.00
223.29	-713000.00
228.49	-714000.00
234.26	-715000.00
240.66	-716000.00
247.56	-717000.00
254.86	-718000.00
262.71	-719000.00
270.76	-720000.00
279.10	-721000.00
287.69	-722000.00
296.28	-723000.00
304.93	-724000.00
313.47	-725000.00
321.88	-726000.00
330.02	-727000.00
337.75	-728000.00
345.26	-729000.00
352.11	-730000.00
358.45	-731000.00
364.23	-732000.00
369.26	-733000.00
373.55	-734000.00
377.17	-735000.00
379.93	-736000.00
381.81	-737000.00
383.03	-738000.00
383.40	-739000.00
382.87	-740000.00
381.63	-741000.00
379.69	-742000.00
376.94	-743000.00
373.47	-744000.00
369.48	-745000.00
364.86	-746000.00
359.65	-747000.00
354.07	-748000.00
348.15	-749000.00
341.77	-750000.00
335.36	-751000.00
328.82	-752000.00
322.12	-753000.00
315.63	-754000.00
309.23	-755000.00
303.08	-756000.00
297.25	-757000.00
291.81	-758000.00
286.90	-759000.00
282.43	-760000.00
278.69	-761000.00
275.50	-762000.00
272.94	-763000.00
271.17	-764000.00
269.98	-765000.00
269.38	-766000.00
269.46	-767000.00
269.99	-768000.00
270.91	-769000.00
272.20	-770000.00
273.75	-771000.00
275.36	-772000.00
277.01	-773000.00
278.62	-774000.00
280.08	-775000.00
281.21	-776000.00
282.11	-777000.00
282.48	-778000.00
282.39	-779000.00
281.85	-780000.00
280.65	-781000.00
278.83	-782000.00
276.44	-783000.00
273.46	-784000.00
269.77	-785000.00
265.56	-786000.00
260.80	-787000.00
255.49	-788000.00
249.78	-789000.00
243.63	-790000.00
237.16	-791000.00
230.37	-792000.00
223.44	-793000.00
216.38	-794000.00
209.15	-795000.00
202.04	-796000.00
195.06	-797000.00
188.18	-798000.00
181.59	-799000.00
175.32	-800000.00
169.44	-801000.00
164.01	-802000.00
159.06	-803000.00
154.65	-804000.00
150.75	-805000.00
147.45	-806000.00
144.76	-807000.00
142.59	-808000.00
141.04	-809000.00
140.10	-810000.00
139.74	-811000.00
139.92	-812000.00
140.73	-813000.00
142.09	-814000.00
144.04	-815000.00
146.61	-816000.00
149.74	-817000.00
153.49	-818000.00
157.86	-819000.00
162.84	-820000.00
168.42	-821000.00
174.58	-822000.00
181.40	-823000.00
188.70	-824000.00
196.53	-825000.00
204.90	-826000.00
213.60	-827000.00
222.64	-828000.00
232.06	-829000.00
241.58	-830000.00
251.20	-831000.00
260.92	-832000.00
270.55	-833000.00
280.03	-834000.00
289.25	-835000.00
298.25	-836000.00
306.80	-837000.00
314.84	-838000.00
322.53	-839000.00
329.45	-840000.00
335.76	-841000.00
341.40	-842000.00
346.27	-843000.00
350.32	-844000.00
353.61	-845000.00
356.14	-846000.00
357.70	-847000.00
358.67	-848000.00
358.83	-849000.00
358.20	-850000.00
356.96	-851000.00
355.09	-852000.00
352.73	-853000.00
349.73	-854000.00
346.47	-855000.00
342.86	-856000.00
338.89	-857000.00
334.88	-858000.00
330.77	-859000.00
326.56	-860000.00
322.56	-861000.00
318.71	-862000.00
315.03	-863000.00
311.69	-864000.00
308.74	-865000.00
306.19	-866000.00
304.04	-867000.00
302.39	-868000.00
301.28	-869000.00
300.53	-870000.00
300.37	-871000.00
300.58	-872000.00
301.16	-873000.00
302.21	-874000.00
303.48	-875000.00
304.97	-876000.00
306.70	-877000.00
308.54	-878000.00
310.36	-879000.00
312.17	-880000.00
313.97	-881000.00
315.51	-882000.00
316.84	-883000.00
317.94	-884000.00
318.69	-885000.00
319.00	-886000.00
318.93	-887000.00
318.35	-888000.00
317.20	-889000.00
315.59	-890000.00
313.43	-891000.00
310.57	-892000.00
307.26	-893000.00
303.38	-894000.00
298.95	-895000.00
294.01	-896000.00
288.60	-897000.00
282.81	-898000.00
276.64	-899000.00
270.14	-900000.00
263.43	-901000.00
256.40	-902000.00
249.37	-903000.00
242.24	-904000.00
235.02	-905000.00
227.93	-906000.00
221.00	-907000.00
214.25	-908000.00
207.71	-909000.00
201.55	-910000.00
195.75	-911000.00
190.34	-912000.00
185.42	-913000.00
180.96	-914000.00
176.98	-915000.00
173.53	-916000.00
170.61	-917000.00
168.12	-918000.00
166.16	-919000.00
164.67	-920000.00
163.61	-921000.00
162.95	-922000.00
162.73	-923000.00
162.87	-924000.00
163.39	-925000.00
164.31	-926000.00
165.56	-927000.00
167.18	-928000.00
169.18	-929000.00
171.54	-930000.00
174.27	-931000.00
177.31	-932000.00
180.82	-933000.00
184.55	-934000.00
188.64	-935000.00
193.10	-936000.00
197.72	-937000.00
202.61	-938000.00
207.73	-939000.00
212.99	-940000.00
218.33	-941000.00
223.75	-942000.00
229.26	-943000.00
234.65	-944000.00
240.02	-945000.00
245.32	-946000.00
250.43	-947000.00
255.30	-948000.00
260.02	-949000.00
264.43	-950000.00
268.48	-951000.00
272.27	-952000.00
275.72	-953000.00
278.72	-954000.00
281.41	-955000.00
283.72	-956000.00
285.63	-957000.00
287.25	-958000.00
288.54	-959000.00
289.55	-960000.00
290.27	-961000.00
290.82	-962000.00
291.27	-963000.00
291.49	-964000.00
291.76	-965000.00
292.02	-966000.00
292.29	-967000.00
292.75	-968000.00
293.33	-969000.00
294.09	-970000.00
295.14	-971000.00
296.47	-972000.00
298.05	-973000.00
299.91	-974000.00
302.16	-975000.00
304.65	-976000.00
307.36	-977000.00
310.35	-978000.00
313.57	-979000.00
316.85	-980000.00
320.32	-981000.00
323.80	-982000.00
327.25	-983000.00
330.69	-984000.00
334.01	-985000.00
337.09	-986000.00
340.01	-987000.00
342.69	-988000.00
345.01	-989000.00
346.95	-990000.00
348.59	-991000.00
349.76	-992000.00
350.45	-993000.00
350.65	-994000.00
350.47	-995000.00
349.59	-996000.00
348.28	-997000.00
346.43	-998000.00
343.91	-999000.00
340.93	-1000000.00
337.45	-1001000.00
333.36	-1002000.00
328.79	-1003000.00
323.83	-1004000.00
318.49	-1005000.00
312.71	-1006000.00
306.67	-1007000.00
300.42	-1008000.00
293.95	-1009000.00
287.39	-1010000.00
280.82	-1011000.00
274.14	-1012000.00
267.64	-1013000.00
261.28	-1014000.00
255.05	-1015000.00
249.11	-1016000.00
243.51	-1017000.00
238.28	-1018000.00
233.38	-1019000.00
228.98	-1020000.00
225.05	-1021000.00
221.53	-1022000.00
218.57	-1023000.00
216.03	-1024000.00
213.94	-1025000.00
212.29	-1026000.00
211.08	-1027000.00
210.15	-1028000.00
209.54	-1029000.00
209.30	-1030000.00
209.22	-1031000.00
209.36	-1032000.00
209.71	-1033000.00
210.17	-1034000.00
210.76	-1035000.00
211.48	-1036000.00
212.26	-1037000.00
213.07	-1038000.00
213.97	-1039000.00
214.93	-1040000.00
215.86	-1041000.00
216.80	-1042000.00
217.83	-1043000.00
218.73	-1044000.00
219.63	-1045000.00
220.57	-1046000.00
221.36	-1047000.00
222.11	-1048000.00
222.81	-1049000.00
223.45	-1050000.00
223.96	-1051000.00
224.40	-1052000.00
224.82	-1053000.00
225.07	-1054000.00
225.34	-1055000.00
225.52	-1056000.00
225.64	-1057000.00
225.67	-1058000.00
225.72	-1059000.00
225.75	-1060000.00
225.65	-1061000.00
225.62	-1062000.00
225.61	-1063000.00
225.57	-1064000.00
225.62	-1065000.00
225.73	-1066000.00
225.94	-1067000.00
226.30	-1068000.00
226.84	-1069000.00
227.57	-1070000.00
228.48	-1071000.00
229.71	-1072000.00
231.24	-1073000.00
232.98	-1074000.00
235.11	-1075000.00
237.58	-1076000.00
240.33	-1077000.00
243.45	-1078000.00
246.88	-1079000.00
250.58	-1080000.00
254.58	-1081000.00
258.88	-1082000.00
263.34	-1083000.00
267.96	-1084000.00
272.81	-1085000.00
277.72	-1086000.00
282.64	-1087000.00
287.56	-1088000.00
292.55	-1089000.00
297.31	-1090000.00
301.98	-1091000.00
306.52	-1092000.00
310.76	-1093000.00
314.77	-1094000.00
318.51	-1095000.00
321.86	-1096000.00
324.88	-1097000.00
327.59	-1098000.00
329.90	-1099000.00
331.76	-1100000.00
333.30	-1101000.00
334.47	-1102000.00
335.18	-1103000.00
335.51	-1104000.00
335.58	-1105000.00
335.13	-1106000.00
334.37	-1107000.00
333.32	-1108000.00
331.80	-1109000.00
330.04	-1110000.00
328.01	-1111000.00
325.68	-1112000.00
323.06	-1113000.00
320.31	-1114000.00
317.45	-1115000.00
314.31	-1116000.00
311.19	-1117000.00
308.02	-1118000.00
304.83	-1119000.00
301.67	-1120000.00
298.65	-1121000.00
295.65	-1122000.00
292.81	-1123000.00
290.24	-1124000.00
287.77	-1125000.00
285.51	-1126000.00
283.58	-1127000.00
281.86	-1128000.00
280.36	-1129000.00
279.16	-1130000.00
278.22	-1131000.00
277.44	-1132000.00
276.94	-1133000.00
276.61	-1134000.00
276.39	-1135000.00
276.28	-1136000.00
276.33	-1137000.00
276.31	-1138000.00
276.26	-1139000.00
276.30	-1140000.00
276.11	-1141000.00
275.82	-1142000.00
275.41	-1143000.00
274.78	-1144000.00
273.93	-1145000.00
272.84	-1146000.00
271.60	-1147000.00
270.00	-1148000.00
268.20	-1149000.00
266.22	-1150000.00
263.93	-1151000.00
261.45	-1152000.00
258.83	-1153000.00
255.96	-1154000.00
252.94	-1155000.00
249.85	-1156000.00
246.62	-1157000.00
243.26	-1158000.00
239.93	-1159000.00
236.58	-1160000.00
233.23	-1161000.00
229.93	-1162000.00
226.77	-1163000.00
223.70	-1164000.00
220.82	-1165000.00
218.14	-1166000.00
215.68	-1167000.00
213.37	-1168000.00
211.41	-1169000.00
209.72	-1170000.00
208.25	-1171000.00
207.12	-1172000.00
206.32	-1173000.00
205.82	-1174000.00
205.66	-1175000.00
205.83	-1176000.00
206.37	-1177000.00
207.24	-1178000.00
208.52	-1179000.00
210.12	-1180000.00
212.03	-1181000.00
214.34	-1182000.00
216.99	-1183000.00
219.86	-1184000.00
223.04	-1185000.00
226.51	-1186000.00
230.13	-1187000.00
233.96	-1188000.00
237.90	-1189000.00
241.90	-1190000.00
245.94	-1191000.00
250.04	-1192000.00
254.04	-1193000.00
257.91	-1194000.00
261.73	-1195000.00
265.38	-1196000.00
268.79	-1197000.00
271.96	-1198000.00
275.01	-1199000.00
277.65	-1200000.00
280.05	-1201000.00
282.23	-1202000.00
283.98	-1203000.00
285.50	-1204000.00
286.71	-1205000.00
287.62	-1206000.00
288.24	-1207000.00
288.63	-1208000.00
288.86	-1209000.00
288.74	-1210000.00
288.57	-1211000.00
288.28	-1212000.00
287.84	-1213000.00
287.31	-1214000.00
286.82	-1215000.00
286.24	-1216000.00
285.66	-1217000.00
285.22	-1218000.00
284.73	-1219000.00
284.32	-1220000.00
284.09	-1221000.00
283.89	-1222000.00
283.81	-1223000.00
283.89	-1224000.00
284.18	-1225000.00
284.50	-1226000.00
285.01	-1227000.00
285.72	-1228000.00
286.52	-1229000.00
287.44	-1230000.00
288.56	-1231000.00
289.74	-1232000.00
290.99	-1233000.00
292.44	-1234000.00
293.83	-1235000.00
295.28	-1236000.00
296.84	-1237000.00
298.37	-1238000.00
299.92	-1239000.00
301.41	-1240000.00
302.97	-1241000.00
304.42	-1242000.00
305.83	-1243000.00
307.25	-1244000.00
308.51	-1245000.00
309.69	-1246000.00
310.86	-1247000.00
311.82	-1248000.00
312.62	-1249000.00
313.36	-1250000.00
313.85	-1251000.00
314.09	-1252000.00
314.19	-1253000.00
314.03	-1254000.00
313.60	-1255000.00
312.85	-1256000.00
311.92	-1257000.00
310.64	-1258000.00
309.06	-1259000.00
307.26	-1260000.00
305.13	-1261000.00
302.71	-1262000.00
300.12	-1263000.00
297.23	-1264000.00
294.07	-1265000.00
290.80	-1266000.00
287.34	-1267000.00
283.67	-1268000.00
279.94	-1269000.00
276.14	-1270000.00
272.34	-1271000.00
268.47	-1272000.00
264.71	-1273000.00
261.01	-1274000.00
257.42	-1275000.00
254.03	-1276000.00
250.80	-1277000.00
247.70	-1278000.00
244.92	-1279000.00
242.38	-1280000.00
239.99	-1281000.00
237.90	-1282000.00
236.08	-1283000.00
234.49	-1284000.00
233.12	-1285000.00
232.01	-1286000.00
231.14	-1287000.00
230.44	-1288000.00
230.02	-1289000.00
229.77	-1290000.00
229.67	-1291000.00
229.80	-1292000.00
230.13	-1293000.00
230.52	-1294000.00
231.07	-1295000.00
231.80	-1296000.00
232.53	-1297000.00
233.38	-1298000.00
234.28	-1299000.00
235.16	-1300000.00
236.08	-1301000.00
236.97	-1302000.00
237.88	-1303000.00
238.62	-1304000.00
239.39	-1305000.00
240.13	-1306000.00
240.67	-1307000.00
241.18	-1308000.00
241.63	-1309000.00
241.89	-1310000.00
242.08	-1311000.00
242.23	-1312000.00
242.21	-1313000.00
242.11	-1314000.00
241.98	-1315000.00
241.79	-1316000.00
241.53	-1317000.00
241.28	-1318000.00
241.11	-1319000.00
240.90	-1320000.00
240.80	-1321000.00
240.87	-1322000.00
241.02	-1323000.00
241.31	-1324000.00
241.85	-1325000.00
242.57	-1326000.00
243.47	-1327000.00
244.66	-1328000.00
246.01	-1329000.00
247.58	-1330000.00
249.42	-1331000.00
251.39	-1332000.00
253.55	-1333000.00
255.84	-1334000.00
258.35	-1335000.00
260.86	-1336000.00
263.43	-1337000.00
266.13	-1338000.00
268.77	-1339000.00
271.36	-1340000.00
273.98	-1341000.00
276.45	-1342000.00
278.80	-1343000.00
281.08	-1344000.00
283.16	-1345000.00
285.03	-1346000.00
286.77	-1347000.00
288.32	-1348000.00
289.66	-1349000.00
290.76	-1350000.00
291.77	-1351000.00
292.57	-1352000.00
293.18	-1353000.00
293.71	-1354000.00
294.11	-1355000.00
294.37	-1356000.00
294.64	-1357000.00
294.82	-1358000.00
294.91	-1359000.00
295.06	-1360000.00
295.19	-1361000.00
