0.000896267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.0009397	0	2.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000989389	0	0.000165634	5.44E-06	0	0	0	0	0	0	0	0	0	0	0	0
0.001047132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.001103016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.001160117	0	0.000311049	9.01E-05	0	0.000261045	0	0	0	0.000123482	0	8.16E-05	6.20E-05	5.22E-05	3.84E-05	6.98E-06
0.001215738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.001264508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.001307928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.001343407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.001371013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.001388209	7.45E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.00139642	0.000166277	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.001395254	0.000216902	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.001380579	0.000214679	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.001356983	0.000165029	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.001324296	7.91E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.001282223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.001233303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.00117715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.001105918	0	0.000461554	0.000184602	1.23E-05	0	0	0	0	0	0	0	0	0	0	1.62E-05
0.001019546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000926528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000831712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000734658	0	0	0	0	0.000116579	9.31E-05	0	6.18E-05	5.07E-05	4.18E-05	2.37E-05	1.84E-05	4.41E-06	6.95E-07	0
0.000638553	0.000638553	0.000638553	0	0	0	0	0	0	0	0	0	0	0	0	0.000220004
0.00054591	0	0	0.00054591	0.000294806	0	0	0.000206454	7.04E-05	0	0	0	0	0	0	0
0.000457038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000374025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000296558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000226678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000162769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000106879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5.93E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.01E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.01E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.12E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7.00E-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8.00E-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9.80E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.87E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.36E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.98E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5.94E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.17E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.25E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.15E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6.98E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000107282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000154888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000213848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000285845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000372558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000476212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000600885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000748518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.00092338	1.94E-05	0	0	0	1.28E-06	0	0	0	0	0	0	0	0	0	0
0.001128033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.001364308	0.00031372	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.001629722	0.001629722	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.001924502	0.001924502	0.000130923	0	0	0	0	0	0	0	0	0	0	0	0	0
0.002253018	0.002253018	0.000979406	0	0	0	0	0	0	0	0	0	0	0	0	0
0.002600028	0.002600028	0.00185998	0	0	0	0	0	0	0	0	0	0	0	0	0
0.002968398	0.002968398	0.002793568	0.000430811	0	0	0	0	0	0	0	0	0	0	0	0
0.003346356	0.003346356	0.003346356	0.000974179	0	0	0	3.22E-05	0	0	0	0	0	0	0	0
0.00370713	0.00370713	0.00370713	0.001501585	0	0	0	5.68E-05	0	0	0	0	0	0	0	0
0.004050637	0.004050637	0.004050637	0.001285271	0	0	0	0	0	0	0	0	0	0	0	0
0.004343173	0.004343173	0.004343173	0.0022264	0.000382178	0	0	1.04E-05	0	0	0	0	0	0	0	0
0.004593619	0.004593619	0.004593619	0.00257999	0.000597583	0	0	1.93E-05	0	0	0	0	0	0	0	0
0.004792148	0.004792148	0.004792148	0.002862427	0.000770533	0	0	2.95E-05	0	0	0	0	0	0	0	0
0.004934281	0.004934281	0.004934281	0.003077823	0.000901519	0	0	3.81E-05	0	0	0	0	0	0	0	0
0.005024259	0.005024259	0.005024259	0.003219008	0.000992868	0	0	3.87E-05	0	0	0	0	0	0	0	0
0.005045074	0.005045074	0.005045074	0.003275836	0.00103179	0	0	3.70E-05	0	0	0	0	0	0	0	0
0.005011821	0.005011821	0.005011821	0.003260291	0.001022723	0	0	3.36E-05	0	0	0	0	0	0	0	0
0.004931625	0.004931625	0.004931625	0.003171382	0.000975319	0	0	2.50E-05	0	0	0	0	0	0	0	0
0.004784102	0.004784102	0.004784102	0.00299459	0.000869536	0	0	1.40E-05	0	0	0	0	0	0	0	0
0.004600173	0.004600173	0.004600173	0.002761504	0.000728446	0	0	0	0	0	0	0	0	0	0	0
0.004378616	0.004378616	0.004378616	0.002471537	0.000549527	0	0	0	0	0	0	0	0	0	0	0
0.004126246	0.004126246	0.004126246	0.002129762	0.000340496	0	0	0	0	0	0	0	0	0	0	0
0.003853006	0.003853006	0.003853006	0.001748275	0.00010129	0	0	0	0	0	0	0	0	0	0	0
0.003568284	0.003568284	0.003568284	0.0013424	0	0	0	0	0	0	0	0	0	0	0	0
0.003283383	0.003283383	0.003283383	0.000926267	0	0	0	0	0	0	0	0	0	0	0	0
0.003004322	0.003004322	0.002898162	0.000513261	0	0	0	0	0	0	0	0	0	0	0	0
0.002743791	0.002743791	0.002232788	0.000122928	0	0	0	0	0	0	0	0	0	0	0	0
0.002502702	0.002502702	0.001613906	0	0	0	0	0	0	0	0	0	0	0	0	0
0.00228008	0.00228008	0.001033977	0	0	0	0	0	0	0	0	0	0	0	0	0
